訂單編號,訂單日期,出貨日期,配送方式,客戶編號,城市,國家,產品名稱,產品類別,銷售數量,銷售金額,商品利潤
P00275,2018-03-29,2018-04-03,快捷,C0007,Lisbon,Portugal,冷氣機,家電,4,189,70
P00276,2018-03-29,2018-04-03,航運,C0007,London,United Kingdom,延長線,辦公品,2,100,36
P00277,2018-03-30,2018-04-01,空運,C0005,Madrid,Spain,電腦椅,傢俱,2,110,20
P00278,2018-03-30,2018-04-03,航運,C0007,Bristol,United Kingdom,桌子,傢俱,1,28,12
P00279,2018-03-31,2018-04-02,空運,C0005,Madrid,Spain,電腦椅,傢俱,3,127,18
P00280,2018-03-31,2018-04-04,空運,C0009,Bristol,United Kingdom,延長線,辦公品,1,24,-11
P00281,2018-03-31,2018-04-04,空運,C0002,Bern,Switzerland,電腦椅,傢俱,2,248,57
P00282,2018-03-31,2018-04-04,快捷,C0004,Brussels,Belgium,延長線,辦公品,2,43,1
P00283,2018-03-31,2018-04-04,航運,C0002,Bristol,United Kingdom,冷氣機,家電,6,62,-42
P00284,2018-03-31,2018-04-04,空運,C0002,Birmingham,United Kingdom,電腦椅,傢俱,1,234,59
P00285,2018-03-31,2018-04-04,航運,C0005,Berlin,Germany,吸塵器,家電,5,461,-111
P00286,2018-03-31,2018-04-04,快捷,C0008,Hamburg,Germany,護貝機,辦公品,2,696,-167
P00287,2018-03-31,2018-04-04,快捷,C0005,Hamburg,Germany,護貝機,辦公品,6,226,-24
P00288,2018-03-31,2018-04-04,航運,C0010,Barcelona,Spain,延長線,辦公品,5,30,-24
P00289,2018-03-31,2018-04-03,空運,C0009,Birmingham,United Kingdom,投影機,家電,2,44,12
P00290,2018-03-31,2018-04-06,空運,C0007,London,United Kingdom,冷氣機,家電,5,66,-18
P00291,2018-03-31,2018-04-06,航運,C0005,Bern,Switzerland,冷氣機,家電,3,30,-7
P00292,2018-03-31,2018-04-07,快捷,C0002,Madrid,Spain,速食麵,食品,13,218,70
P00293,2018-03-31,2018-04-07,空運,C0007,Birmingham,United Kingdom,護貝機,辦公品,3,22,8
P00294,2018-04-01,2018-04-05,空運,C0007,Amsterdam,Netherlands,椅子,傢俱,2,223,35
P00295,2018-04-01,2018-04-05,航運,C0001,Liverpool,United Kingdom,投影機,家電,2,47,14
P00296,2018-04-01,2018-04-07,空運,C0008,Bristol,United Kingdom,桌子,傢俱,2,336,128
P00297,2018-04-02,2018-04-06,航運,C0009,Liverpool,United Kingdom,護貝機,辦公品,2,25,-6
P00298,2018-04-02,2018-04-06,快捷,C0007,Hamburg,Germany,冷氣機,家電,2,84,30
P00299,2018-04-02,2018-04-06,空運,C0010,Hamburg,Germany,投影機,家電,4,10,-9
P00300,2018-04-02,2018-04-06,航運,C0007,Amsterdam,Netherlands,護貝機,辦公品,5,44,-13
P00301,2018-04-02,2018-04-06,航運,C0002,London,United Kingdom,桌子,傢俱,5,568,0
P00302,2018-04-03,2018-04-09,空運,C0008,Barcelona,Spain,沙發,傢俱,4,112,23
P00303,2018-04-03,2018-04-09,空運,C0005,Barcelona,Spain,護貝機,辦公品,2,1278,460
P00304,2018-04-03,2018-04-09,快捷,C0009,Madrid,Spain,護貝機,辦公品,9,150,55
P00305,2018-04-03,2018-04-09,空運,C0003,London,United Kingdom,椅子,傢俱,5,3195,1150
P00306,2018-04-03,2018-04-07,空運,C0004,Berlin,Germany,櫃子,傢俱,3,523,214
P00307,2018-04-03,2018-04-06,航運,C0007,London,United Kingdom,護貝機,辦公品,2,12,3
P00308,2018-04-03,2018-04-07,空運,C0007,Barcelona,Spain,速食麵,食品,2,228,84
P00309,2018-04-04,2018-04-08,快捷,C0003,Berlin,Germany,延長線,辦公品,4,163,6
P00310,2018-04-04,2018-04-08,空運,C0007,Bern,Switzerland,護貝機,辦公品,8,391,109
P00311,2018-04-04,2018-04-08,空運,C0010,London,United Kingdom,冷氣機,家電,3,33,0
P00312,2018-04-04,2018-04-08,空運,C0003,London,United Kingdom,打卡機,辦公品,2,59,8
P00313,2018-04-05,2018-04-09,空運,C0002,Vienna,Austria,吸塵器,家電,3,41,20
P00314,2018-04-06,2018-04-09,航運,C0004,Hamburg,Germany,護貝機,辦公品,2,28,-1
P00315,2018-04-06,2018-04-09,空運,C0003,London,United Kingdom,椅子,傢俱,6,676,-76
P00316,2018-04-06,2018-04-11,航運,C0005,Paris,France,沙發,傢俱,3,15,-12
P00317,2018-04-06,2018-04-11,航運,C0002,Madrid,Spain,麥片,食品,5,712,7
P00318,2018-04-06,2018-04-11,空運,C0003,Bristol,United Kingdom,沙發,傢俱,11,127,39
P00319,2018-04-06,2018-04-11,空運,C0007,Vienna,Austria,冷氣機,家電,3,76,14
P00320,2018-04-06,2018-04-11,空運,C0008,London,United Kingdom,投影機,家電,2,13,1
P00321,2018-04-06,2018-04-11,航運,C0001,Liverpool,United Kingdom,吸塵器,家電,5,231,86
P00322,2018-04-06,2018-04-09,快捷,C0008,Madrid,Spain,延長線,辦公品,3,46,12
P00323,2018-04-06,2018-04-09,快捷,C0001,Paris,France,桌子,傢俱,5,61,5
P00324,2018-04-07,2018-04-11,航運,C0003,Bern,Switzerland,桌子,傢俱,3,123,42
P00325,2018-04-09,2018-04-14,快捷,C0001,Bern,Switzerland,投影機,家電,4,1895,505
P00326,2018-04-09,2018-04-14,空運,C0008,Lisbon,Portugal,櫃子,傢俱,5,342,125
P00327,2018-04-09,2018-04-14,航運,C0008,Bern,Switzerland,櫃子,傢俱,6,1667,18
P00328,2018-04-10,2018-04-10,快捷,C0007,Rome,Italy,速食麵,食品,1,71,-60
P00329,2018-04-10,2018-04-10,快捷,C0005,Bern,Switzerland,吸塵器,家電,3,16,-15
P00330,2018-04-10,2018-04-10,空運,C0007,Birmingham,United Kingdom,沙發,傢俱,3,58,-8
P00331,2018-04-12,2018-04-19,航運,C0002,Barcelona,Spain,延長線,辦公品,12,492,-42
P00332,2018-04-13,2018-04-18,快捷,C0008,London,United Kingdom,沙發,傢俱,4,1451,131
P00333,2018-04-14,2018-04-20,空運,C0005,Berlin,Germany,速食麵,食品,13,172,53
P00334,2018-04-14,2018-04-20,航運,C0005,Birmingham,United Kingdom,桌子,傢俱,1,48,-1
P00335,2018-04-14,2018-04-20,空運,C0003,Birmingham,United Kingdom,吸塵器,家電,9,90,3
P00336,2018-04-14,2018-04-20,航運,C0007,Paris,France,延長線,辦公品,2,193,71
P00337,2018-04-14,2018-04-18,快捷,C0001,Barcelona,Spain,桌子,傢俱,2,28,3
P00338,2018-04-14,2018-04-18,空運,C0007,London,United Kingdom,護貝機,辦公品,1,9,-6
P00339,2018-04-14,2018-04-18,快捷,C0008,Birmingham,United Kingdom,延長線,辦公品,3,470,202
P00340,2018-04-14,2018-04-18,快捷,C0001,Birmingham,United Kingdom,護貝機,辦公品,2,108,-39
P00341,2018-04-15,2018-04-18,航運,C0001,Rome,Italy,電腦椅,傢俱,4,174,0
P00342,2018-04-15,2018-04-22,航運,C0010,Paris,France,桌子,傢俱,9,615,225
P00343,2018-04-15,2018-04-15,空運,C0003,Madrid,Spain,櫃子,傢俱,4,106,39
P00344,2018-04-15,2018-04-15,快捷,C0006,Barcelona,Spain,桌子,傢俱,2,56,21
P00345,2018-04-15,2018-04-15,快捷,C0002,Bern,Switzerland,延長線,辦公品,6,1841,847
P00346,2018-04-16,2018-04-18,航運,C0002,Bern,Switzerland,櫃子,傢俱,2,261,102
P00347,2018-04-17,2018-04-18,航運,C0003,Birmingham,United Kingdom,護貝機,辦公品,4,200,58
P00348,2018-04-17,2018-04-18,空運,C0003,London,United Kingdom,櫃子,傢俱,3,345,45
P00349,2018-04-17,2018-04-18,航運,C0002,Madrid,Spain,桌子,傢俱,6,1002,250
P00350,2018-04-17,2018-04-18,航運,C0001,Birmingham,United Kingdom,桌子,傢俱,2,640,77
P00351,2018-04-17,2018-04-18,空運,C0007,Hamburg,Germany,桌子,傢俱,3,18,1
P00352,2018-04-17,2018-04-18,航運,C0008,Paris,France,護貝機,辦公品,3,145,71
P00353,2018-04-17,2018-04-18,快捷,C0005,Birmingham,United Kingdom,沙發,傢俱,6,169,20
P00354,2018-04-17,2018-04-24,航運,C0004,Bern,Switzerland,吸塵器,家電,2,68,0
P00355,2018-04-19,2018-04-23,航運,C0002,Birmingham,United Kingdom,投影機,家電,7,349,24
P00356,2018-04-19,2018-04-23,空運,C0006,Rome,Italy,護貝機,辦公品,2,125,23
P00357,2018-04-19,2018-04-23,空運,C0008,Barcelona,Spain,桌子,傢俱,2,33,12
P00358,2018-04-19,2018-04-23,航運,C0009,Birmingham,United Kingdom,護貝機,辦公品,1,8,3
P00359,2018-04-19,2018-04-23,空運,C0007,Liverpool,United Kingdom,櫃子,傢俱,9,730,-39
P00360,2018-04-19,2018-04-25,空運,C0001,Madrid,Spain,桌子,傢俱,6,54,20
P00361,2018-04-20,2018-04-23,航運,C0001,Bern,Switzerland,延長線,辦公品,6,94,16
P00362,2018-04-20,2018-04-25,航運,C0005,Lisbon,Portugal,投影機,家電,4,276,-232
P00363,2018-04-20,2018-04-23,航運,C0001,Berlin,Germany,護貝機,辦公品,3,132,54
P00364,2018-04-20,2018-04-23,航運,C0001,London,United Kingdom,櫃子,傢俱,4,29,5
P00365,2018-04-20,2018-04-22,航運,C0004,Paris,France,延長線,辦公品,2,15,0
P00366,2018-04-20,2018-04-22,空運,C0008,Madrid,Spain,沙發,傢俱,9,880,68
P00367,2018-04-22,2018-04-25,空運,C0006,London,United Kingdom,椅子,傢俱,3,33,3
P00368,2018-04-22,2018-04-26,空運,C0005,Munich,Germany,椅子,傢俱,1,62,-6
P00369,2018-04-22,2018-04-26,航運,C0003,Birmingham,United Kingdom,延長線,辦公品,3,38,-15
P00370,2018-04-22,2018-04-26,空運,C0005,Lisbon,Portugal,椅子,傢俱,4,584,-102
P00371,2018-04-22,2018-04-26,空運,C0001,Paris,France,吸塵器,家電,1,68,-12
P00372,2018-04-22,2018-04-26,航運,C0007,London,United Kingdom,櫃子,傢俱,4,123,-59
P00373,2018-04-23,2018-04-27,快捷,C0010,Vienna,Austria,護貝機,辦公品,6,305,-67
P00374,2018-04-23,2018-04-27,航運,C0007,Madrid,Spain,櫃子,傢俱,4,176,-57
P00375,2018-04-23,2018-04-27,快捷,C0002,Birmingham,United Kingdom,電腦椅,傢俱,3,1244,-135
P00376,2018-04-23,2018-04-27,空運,C0002,Rome,Italy,延長線,辦公品,5,402,55
P00377,2018-04-23,2018-04-26,航運,C0003,Madrid,Spain,沙發,傢俱,2,160,29
P00378,2018-04-23,2018-04-26,航運,C0005,Madrid,Spain,電腦椅,傢俱,5,239,36
P00379,2018-04-23,2018-04-26,空運,C0001,Birmingham,United Kingdom,投影機,家電,5,195,33
P00380,2018-04-23,2018-04-26,航運,C0001,London,United Kingdom,投影機,家電,3,80,6
P00381,2018-04-23,2018-04-26,航運,C0001,Berlin,Germany,沙發,傢俱,3,85,16
P00382,2018-04-23,2018-04-26,航運,C0004,London,United Kingdom,速食麵,食品,2,99,22
P00383,2018-04-23,2018-04-26,快捷,C0006,Birmingham,United Kingdom,延長線,辦公品,1,11,5
P00384,2018-04-23,2018-04-26,航運,C0007,Madrid,Spain,沙發,傢俱,11,211,42
P00385,2018-04-23,2018-04-27,航運,C0005,Hamburg,Germany,吸塵器,家電,2,25,-4
P00386,2018-04-23,2018-04-27,快捷,C0003,London,United Kingdom,桌子,傢俱,2,70,-10
P00387,2018-04-24,2018-04-28,空運,C0003,Vienna,Austria,護貝機,辦公品,2,45,18
P00388,2018-04-26,2018-05-02,航運,C0010,Paris,France,打卡機,辦公品,4,100,-31
P00389,2018-04-26,2018-05-02,空運,C0003,Paris,France,櫃子,傢俱,3,409,-104
P00390,2018-04-26,2018-05-02,航運,C0006,Birmingham,United Kingdom,延長線,辦公品,1,26,-18
P00391,2018-04-26,2018-04-29,空運,C0004,Birmingham,United Kingdom,速食麵,食品,2,52,19
P00392,2018-04-27,2018-04-28,空運,C0001,Madrid,Spain,延長線,辦公品,4,90,-18
P00393,2018-04-27,2018-04-28,空運,C0010,Rome,Italy,沙發,傢俱,2,61,-50
P00394,2018-04-29,2018-05-04,航運,C0002,Lisbon,Portugal,沙發,傢俱,7,299,45
P00395,2018-04-30,2018-05-04,空運,C0003,Hamburg,Germany,麥片,食品,7,150,-17
P00396,2018-05-01,2018-05-04,航運,C0007,Birmingham,United Kingdom,桌子,傢俱,8,182,40
P00397,2018-05-01,2018-05-04,航運,C0009,Liverpool,United Kingdom,沙發,傢俱,1,45,6
P00398,2018-05-03,2018-05-06,航運,C0002,Madrid,Spain,吸塵器,家電,5,236,85
P00399,2018-05-03,2018-05-04,快捷,C0001,Liverpool,United Kingdom,椅子,傢俱,2,1057,455
P00400,2018-05-03,2018-05-04,快捷,C0001,Madrid,Spain,沙發,傢俱,5,115,2
P00401,2018-05-03,2018-05-04,航運,C0007,Paris,France,護貝機,辦公品,3,337,10
P00402,2018-05-03,2018-05-04,空運,C0005,Madrid,Spain,桌子,傢俱,3,156,56
P00403,2018-05-03,2018-05-04,航運,C0003,Rome,Italy,桌子,傢俱,3,81,31
P00404,2018-05-03,2018-05-04,航運,C0007,Berlin,Germany,電腦椅,傢俱,4,246,94
P00405,2018-05-03,2018-05-04,快捷,C0007,Paris,France,櫃子,傢俱,6,2754,358
P00406,2018-05-03,2018-05-08,空運,C0009,Paris,France,速食麵,食品,5,49,14
P00407,2018-05-03,2018-05-08,航運,C0008,Berlin,Germany,椅子,傢俱,2,23,-1
P00408,2018-05-03,2018-05-08,空運,C0007,Madrid,Spain,沙發,傢俱,5,477,78
P00409,2018-05-03,2018-05-08,航運,C0001,Berlin,Germany,護貝機,辦公品,4,24,-11
P00410,2018-05-03,2018-05-05,快捷,C0007,Hamburg,Germany,護貝機,辦公品,4,521,36
P00411,2018-05-04,2018-05-09,空運,C0007,Birmingham,United Kingdom,延長線,辦公品,3,49,6
P00412,2018-05-04,2018-05-09,航運,C0008,Berlin,Germany,沙發,傢俱,3,146,4
P00413,2018-05-04,2018-05-09,航運,C0006,London,United Kingdom,桌子,傢俱,3,589,118
P00414,2018-05-04,2018-05-09,空運,C0008,Paris,France,桌子,傢俱,2,423,21
P00415,2018-05-04,2018-05-10,航運,C0003,Madrid,Spain,延長線,辦公品,3,15,3
P00416,2018-05-04,2018-05-10,快捷,C0007,Berlin,Germany,延長線,辦公品,3,28,2
P00417,2018-05-04,2018-05-10,航運,C0007,Paris,France,延長線,辦公品,3,15,3
P00418,2018-05-04,2018-05-10,空運,C0007,Barcelona,Spain,延長線,辦公品,3,32,13
P00419,2018-05-04,2018-05-10,快捷,C0010,Paris,France,麥片,食品,1,54,5
P00420,2018-05-04,2018-05-09,快捷,C0001,Paris,France,櫃子,傢俱,2,60,4
P00421,2018-05-04,2018-05-09,快捷,C0006,Bristol,United Kingdom,冷氣機,家電,2,117,17
P00422,2018-05-05,2018-05-06,快捷,C0001,Paris,France,速食麵,食品,1,42,-8
P00423,2018-05-05,2018-05-06,航運,C0007,Berlin,Germany,延長線,辦公品,8,82,-33
P00424,2018-05-05,2018-05-06,航運,C0006,London,United Kingdom,電腦椅,傢俱,1,56,1
P00425,2018-05-06,2018-05-11,航運,C0003,Madrid,Spain,吸塵器,家電,3,139,19
P00426,2018-05-07,2018-05-13,空運,C0008,Munich,Germany,冷氣機,家電,4,161,71
P00427,2018-05-07,2018-05-13,空運,C0007,Vienna,Austria,桌子,傢俱,3,323,6
P00428,2018-05-07,2018-05-13,空運,C0002,Birmingham,United Kingdom,速食麵,食品,6,41,19
P00429,2018-05-07,2018-05-13,空運,C0007,Munich,Germany,桌子,傢俱,1,167,63
P00430,2018-05-07,2018-05-11,航運,C0007,Bern,Switzerland,沙發,傢俱,4,387,116
P00431,2018-05-07,2018-05-11,空運,C0001,Bern,Switzerland,櫃子,傢俱,6,78,15
P00432,2018-05-07,2018-05-11,空運,C0009,Birmingham,United Kingdom,桌子,傢俱,3,1131,328
P00433,2018-05-07,2018-05-11,快捷,C0007,Bern,Switzerland,速食麵,食品,8,252,108
P00434,2018-05-07,2018-05-11,航運,C0008,Paris,France,櫃子,傢俱,3,424,25
P00435,2018-05-07,2018-05-11,航運,C0005,London,United Kingdom,沙發,傢俱,2,11,-3
P00436,2018-05-09,2018-05-11,空運,C0004,Paris,France,櫃子,傢俱,3,534,-145
P00437,2018-05-10,2018-05-14,空運,C0004,Berlin,Germany,櫃子,傢俱,3,1016,-278
P00438,2018-05-10,2018-05-14,航運,C0007,Brussels,Belgium,沙發,傢俱,5,159,-57
P00439,2018-05-10,2018-05-14,航運,C0005,London,United Kingdom,速食麵,食品,4,128,-19
P00440,2018-05-10,2018-05-15,空運,C0005,London,United Kingdom,櫃子,傢俱,3,134,33
P00441,2018-05-10,2018-05-16,航運,C0001,Brussels,Belgium,椅子,傢俱,6,15,-4
P00442,2018-05-11,2018-05-14,航運,C0005,London,United Kingdom,桌子,傢俱,6,118,-19
P00443,2018-05-11,2018-05-16,空運,C0008,Munich,Germany,速食麵,食品,3,135,22
P00444,2018-05-11,2018-05-16,航運,C0006,Munich,Germany,桌子,傢俱,3,26,-6
P00445,2018-05-11,2018-05-15,航運,C0002,Bern,Switzerland,桌子,傢俱,4,26,-2
P00446,2018-05-11,2018-05-18,快捷,C0001,Birmingham,United Kingdom,延長線,辦公品,4,195,23
P00447,2018-05-12,2018-05-19,航運,C0010,Birmingham,United Kingdom,櫃子,傢俱,2,302,7
P00448,2018-05-12,2018-05-19,快捷,C0003,Berlin,Germany,櫃子,傢俱,3,133,53
P00449,2018-05-13,2018-05-18,航運,C0004,Berlin,Germany,護貝機,辦公品,3,482,-5
P00450,2018-05-13,2018-05-18,航運,C0003,Munich,Germany,護貝機,辦公品,1,274,-140
P00451,2018-05-13,2018-05-18,航運,C0002,Vienna,Austria,護貝機,辦公品,4,89,-46
P00452,2018-05-13,2018-05-18,快捷,C0002,Paris,France,護貝機,辦公品,1,101,12
P00453,2018-05-13,2018-05-18,航運,C0008,Madrid,Spain,延長線,辦公品,5,54,0
P00454,2018-05-13,2018-05-18,航運,C0005,London,United Kingdom,吸塵器,家電,6,609,66
P00455,2018-05-13,2018-05-15,空運,C0007,Munich,Germany,麥片,食品,5,51,8
P00456,2018-05-13,2018-05-18,航運,C0008,Berlin,Germany,桌子,傢俱,6,143,35
P00457,2018-05-13,2018-05-18,航運,C0007,Barcelona,Spain,延長線,辦公品,5,258,111
P00458,2018-05-13,2018-05-18,航運,C0007,Lisbon,Portugal,投影機,家電,2,48,18
P00459,2018-05-14,2018-05-18,空運,C0007,Hamburg,Germany,椅子,傢俱,12,3079,523
P00460,2018-05-15,2018-05-19,航運,C0001,Amsterdam,Netherlands,延長線,辦公品,2,84,32
P00461,2018-05-15,2018-05-19,航運,C0003,Birmingham,United Kingdom,打卡機,辦公品,4,1836,239
P00462,2018-05-17,2018-05-21,快捷,C0003,Vienna,Austria,電腦椅,傢俱,2,409,102
P00463,2018-05-19,2018-05-25,航運,C0006,Hamburg,Germany,冷氣機,家電,3,193,40
P00464,2018-05-19,2018-05-21,航運,C0003,Rome,Italy,麥片,食品,3,786,157
P00465,2018-05-19,2018-05-24,空運,C0005,Brussels,Belgium,吸塵器,家電,2,54,-2
P00466,2018-05-19,2018-05-24,空運,C0005,Hamburg,Germany,護貝機,辦公品,2,127,-489
P00467,2018-05-19,2018-05-23,空運,C0009,London,United Kingdom,護貝機,辦公品,5,263,32
P00468,2018-05-20,2018-05-20,航運,C0004,Bristol,United Kingdom,沙發,傢俱,3,32,6
P00469,2018-05-20,2018-05-27,航運,C0005,Barcelona,Spain,延長線,辦公品,1,10,0
P00470,2018-05-20,2018-05-25,快捷,C0006,Paris,France,延長線,辦公品,3,65,1
P00471,2018-05-20,2018-05-25,空運,C0005,Birmingham,United Kingdom,椅子,傢俱,3,35,-3
P00472,2018-05-20,2018-05-20,空運,C0003,Liverpool,United Kingdom,延長線,辦公品,7,935,21
P00473,2018-05-20,2018-05-20,航運,C0003,Paris,France,速食麵,食品,2,69,2
P00474,2018-05-20,2018-05-24,航運,C0003,Hamburg,Germany,護貝機,辦公品,5,786,92
P00475,2018-05-20,2018-05-24,航運,C0003,Brussels,Belgium,電腦椅,傢俱,3,85,-23
P00476,2018-05-21,2018-05-28,航運,C0002,Birmingham,United Kingdom,沙發,傢俱,4,29,-16
P00477,2018-05-21,2018-05-28,空運,C0005,Brussels,Belgium,麥片,食品,2,71,9
P00478,2018-05-22,2018-05-24,空運,C0010,Paris,France,護貝機,辦公品,7,114,-16
P00479,2018-05-22,2018-05-24,空運,C0007,London,United Kingdom,護貝機,辦公品,7,476,63
P00480,2018-05-22,2018-05-26,航運,C0004,Munich,Germany,桌子,傢俱,7,2540,710
P00481,2018-05-24,2018-05-24,快捷,C0001,Liverpool,United Kingdom,麥片,食品,3,244,93
P00482,2018-05-24,2018-05-24,航運,C0008,Bern,Switzerland,沙發,傢俱,2,84,12
P00483,2018-05-24,2018-05-24,航運,C0005,Rome,Italy,延長線,辦公品,9,1121,56
P00484,2018-05-24,2018-05-24,快捷,C0008,Berlin,Germany,麥片,食品,2,918,119
P00485,2018-05-24,2018-05-30,航運,C0004,Amsterdam,Netherlands,護貝機,辦公品,1,7,1
P00486,2018-05-24,2018-05-30,空運,C0005,Brussels,Belgium,延長線,辦公品,5,39,0
P00487,2018-05-24,2018-05-30,空運,C0005,Berlin,Germany,麥片,食品,2,1272,153
P00488,2018-05-24,2018-05-30,航運,C0008,Bristol,United Kingdom,護貝機,辦公品,6,64,21
P00489,2018-05-24,2018-05-30,空運,C0002,Berlin,Germany,護貝機,辦公品,4,27,12
P00490,2018-05-24,2018-05-30,航運,C0003,London,United Kingdom,護貝機,辦公品,4,441,40
P00491,2018-05-24,2018-05-30,空運,C0006,Barcelona,Spain,電腦椅,傢俱,2,244,68
P00492,2018-05-24,2018-05-27,航運,C0010,Birmingham,United Kingdom,沙發,傢俱,4,768,-358
P00493,2018-05-25,2018-05-29,快捷,C0002,London,United Kingdom,沙發,傢俱,7,978,205
P00494,2018-05-25,2018-05-29,空運,C0007,Barcelona,Spain,延長線,辦公品,3,955,430
P00495,2018-05-25,2018-05-27,空運,C0001,Barcelona,Spain,櫃子,傢俱,6,82,27
P00496,2018-05-25,2018-05-29,航運,C0003,Liverpool,United Kingdom,護貝機,辦公品,8,366,62
P00497,2018-05-25,2018-05-27,航運,C0002,Hamburg,Germany,椅子,傢俱,7,3671,367
P00498,2018-05-25,2018-05-27,快捷,C0001,Barcelona,Spain,打卡機,辦公品,1,170,17
P00499,2018-05-25,2018-05-27,空運,C0007,Bern,Switzerland,電腦椅,傢俱,6,82,37
P00500,2018-05-25,2018-05-27,空運,C0002,Vienna,Austria,投影機,家電,4,1444,330
P00501,2018-05-25,2018-05-29,航運,C0007,Madrid,Spain,桌子,傢俱,1,50,1
P00502,2018-05-25,2018-05-29,快捷,C0003,Birmingham,United Kingdom,櫃子,傢俱,4,253,87
P00503,2018-05-25,2018-05-29,航運,C0006,London,United Kingdom,護貝機,辦公品,14,191,63
P00504,2018-05-25,2018-05-28,空運,C0008,Paris,France,護貝機,辦公品,2,27,10
P00505,2018-05-25,2018-05-28,航運,C0007,Brussels,Belgium,延長線,辦公品,2,22,8
P00506,2018-05-25,2018-05-28,快捷,C0001,Berlin,Germany,護貝機,辦公品,4,112,38
P00507,2018-05-27,2018-06-02,空運,C0001,Madrid,Spain,麥片,食品,2,45,19
P00508,2018-05-27,2018-06-01,航運,C0007,Lisbon,Portugal,延長線,辦公品,8,100,9
P00509,2018-05-27,2018-06-01,空運,C0010,Birmingham,United Kingdom,桌子,傢俱,6,185,44
P00510,2018-05-28,2018-06-01,快捷,C0003,London,United Kingdom,椅子,傢俱,2,205,-23
P00511,2018-05-28,2018-06-01,空運,C0008,London,United Kingdom,打卡機,辦公品,12,735,0
P00512,2018-05-29,2018-06-01,航運,C0005,Birmingham,United Kingdom,護貝機,辦公品,3,471,66
P00513,2018-05-31,2018-06-04,空運,C0007,Munich,Germany,櫃子,傢俱,2,11,3
P00514,2018-05-31,2018-06-04,航運,C0005,Brussels,Belgium,護貝機,辦公品,6,55,0
P00515,2018-05-31,2018-05-31,航運,C0007,Lisbon,Portugal,延長線,辦公品,4,21,-6
P00516,2018-05-31,2018-05-31,空運,C0005,London,United Kingdom,桌子,傢俱,3,29,-6
P00517,2018-05-31,2018-06-05,空運,C0001,London,United Kingdom,速食麵,食品,3,381,164
P00518,2018-05-31,2018-06-05,航運,C0007,Paris,France,櫃子,傢俱,7,956,163
P00519,2018-05-31,2018-06-02,航運,C0005,Lisbon,Portugal,投影機,家電,2,32,-15
P00520,2018-05-31,2018-06-05,快捷,C0001,Rome,Italy,桌子,傢俱,6,204,47
P00521,2018-06-01,2018-06-01,航運,C0007,Berlin,Germany,櫃子,傢俱,8,383,69
P00522,2018-06-01,2018-06-01,航運,C0009,London,United Kingdom,桌子,傢俱,3,139,51
P00523,2018-06-01,2018-06-07,航運,C0007,Madrid,Spain,沙發,傢俱,3,32,1
P00524,2018-06-01,2018-06-04,航運,C0003,Hamburg,Germany,桌子,傢俱,6,65,33
P00525,2018-06-01,2018-06-04,空運,C0006,Birmingham,United Kingdom,麥片,食品,2,98,45
P00526,2018-06-01,2018-06-04,快捷,C0007,Vienna,Austria,櫃子,傢俱,4,70,2
P00527,2018-06-01,2018-06-07,航運,C0003,Paris,France,椅子,傢俱,4,1245,62
